Date,Open,High,Low,Close,Adj Close,Volume
2013-01-18,194.029999,195.000000,193.800003,194.470001,167.249222,4559600
2013-01-22,194.360001,196.080002,194.009995,196.080002,168.633835,7172300
2013-01-23,203.500000,208.580002,203.360001,204.720001,176.064468,12530500
2013-01-24,203.910004,205.059998,203.080002,204.419998,175.806442,4447200
2013-01-25,204.449997,205.179993,204.130005,204.970001,176.279495,3358900
2013-01-28,204.850006,206.220001,204.289993,204.929993,176.245056,2823700
2013-01-29,204.339996,205.729996,203.639999,203.899994,175.359253,3617100
2013-01-30,203.690002,204.880005,203.190002,203.520004,175.032410,2998400
2013-01-31,203.320007,204.470001,202.960007,203.070007,174.645447,3091400
2013-02-01,204.649994,205.350006,203.839996,205.179993,176.460068,3370700
2013-02-04,204.190002,205.020004,203.570007,203.789993,175.264618,3188800
2013-02-05,204.309998,204.750000,202.509995,202.789993,174.404617,3636900
2013-02-06,200.389999,201.289993,199.559998,201.020004,173.610077,3624200
2013-02-07,200.619995,200.910004,198.679993,199.740005,172.504578,3076700
