Date,Open,High,Low,Close,Adj Close,Volume
2011-09-12,160.039993,162.440002,158.759995,162.419998,136.822739,5247200
2011-09-13,163.639999,163.919998,161.539993,163.429993,137.673599,4723800
2011-09-14,164.009995,169.660004,161.990005,167.240005,140.883102,6980700
2011-09-15,168.639999,170.160004,167.229996,170.089996,143.283951,5464400
2011-09-16,171.330002,172.990005,169.740005,172.990005,145.726868,11048100
2011-09-19,169.500000,173.869995,169.429993,173.130005,145.844864,4755600
2011-09-20,173.570007,177.429993,172.699997,174.720001,147.184265,6209600
2011-09-21,175.000000,177.669998,172.619995,173.020004,145.752197,7043100
2011-09-22,168.330002,169.970001,166.500000,168.619995,142.045624,8195600
2011-09-23,166.990005,169.539993,165.759995,169.339996,142.652161,5586600
2011-09-26,170.960007,174.699997,169.860001,174.509995,147.007355,6745700
2011-09-27,176.820007,179.619995,176.429993,177.710007,149.703064,7638800
2011-09-28,177.970001,180.750000,177.080002,177.550003,149.568253,7732200
2011-09-29,179.690002,180.910004,175.529999,179.169998,150.932953,6944300
2011-09-30,176.009995,178.270004,174.750000,174.869995,147.310593,7807400
2011-10-03,174.360001,177.919998,173.039993,173.289993,145.979660,9042600
2011-10-04,171.539993,175.070007,168.880005,174.740005,147.201141,9200000
2011-10-05,174.570007,177.300003,172.679993,176.850006,148.978592,5851700
2011-10-06,176.809998,181.990005,175.660004,181.690002,153.055771,7180900
2011-10-07,182.320007,183.720001,181.639999,182.389999,153.645493,6842600
2011-10-10,183.000000,186.630005,182.899994,186.619995,157.208832,5784800
2011-10-11,184.589996,186.000000,184.110001,185.000000,155.844131,5330500
2011-10-12,186.080002,188.000000,185.649994,186.119995,156.787659,5338200
2011-10-13,184.970001,187.500000,184.500000,186.820007,157.377319,4399200
